주식코드,인덱스 종류,회사코드,회사이름
1001,코스피,"['005930', '373220', '000660', '035420', '207940', '035720', '051910', '005380', '006400', '000270', '005490', '105560', '068270', '323410', '012330', '028260', '066570', '055550', '096770', '377300', '011200', '034730', '015760', '051900', '086790', '259960', '034020', '009150', '017670', '032830', '003550', '352820', '033780', '302440', '018260', '010130', '090430', '316140', '010950', '329180', '003490', '036570', '000810', '003670', '361610', '251270', '030200', '011070', '024110', '402340', '011170', '009830', '326030', '383220', '009540', '086280', '034220', '018880', '137310', '035250', '032640', '097950', '004020', '088980', '010140', '006800', '011790', '000720', '021240', '028050', '011780', '000060', '138040', '161390', '267250', '000100', '071050', '036460', '020150', '008560', '005830', '241560', '078930', '006360', '003410', '002790', '139480', '016360', '047810', '029780', '028670', '180640', '005940', '052690', '271560', '010620', '128940', '272210', '307950', '000120', '008930', '004990', '008770', '000990', '282330', '012450', '042660', '047040', '002380', '007070', '112610', '012750', '026960', '030000', '010060', '047050', '088350', '004170', '039490', '138930', '336260', '375500', '001450', '023530', '000080', '001040', '014680', '204320', '285130', '006280', '064350', '000880', '298050', '298020', '019170', '004000', '000150', '081660', '111770', '336370', '051600', '069620', '009240', '093370', '003090', '004370', '004800', '069960', '120110', '175330', '381970', '011210', '014820', '010780', '042700', '079550', '001230', '006260', '007310', '017800', '139130', '181710', '271940', '363280', '012510', '010120', '042670', '089860', '330590', '365550', '005300', '020560', '178920', '011000', '248070', '249420', '294870', '300720', '353200', '013890', '032350', '073240', '000210', '000240', '000670', '001120', '001440', '001740', '003690', '005070', '005850', '009900', '185750', '395400', '002840', '003240', '003530', '005250', '005880', '006650', '007700', '009420', '016380', '017390', '018670', '023590', '031430', '036420', '039130', '079160', '082640', '089590', '103140', '161890', '192820', '214320', '241590', '268280', '344820', '383800', '001800', '145720', '192080', '195870', '267260', '272450', '280360', '284740', '298000', '069260', '097520', '105630', '016710', '020000', '033270', '034120', '010050', '014830', '004490', '005090', '005440', '005610', '006040', '006120', '007340', '003000', '003280', '003470', '003520', '003540', '003850', '348950', '001680', '114090', '108670', '001880', '145990', '170900', '183190', '192400', '192650', '210980', '267270', '286940', '298040', '049770', '057050', '064960', '071840', '084010', '085620', '093050', '097230', '017810', '017960', '020120', '025540', '025860', '034310', '034830', '007810', '008730', '009450', '009970', '005180', '005390', '005690', '006390', '007690', '002240', '002350', '003030', '003070', '003230', '003580', '000070', '000400', '000640', '001060', '001430', '001530', '001720', '001820', '115390', '004690', '004700', '004890', '004980', '005420', '005500', '005950', '005960', '006110', '006490', '007570', '007660', '001940', '002020', '002030', '002270', '002310', '002320', '002780', '002960', '002990', '003060', '003220', '003300', '003620', '004250', '088260', '293940', '357120', '377190', '000020', '000050', '000140', '000370', '000480', '001200', '001390', '001470', '001500', '001510', '001520', '001630', '001780', '317400', '339770', '107590', '117580', '122900', '123890', '126560', '130660', '138250', '138490', '139990', '161000', '194370', '214330', '226320', '271980', '272550', '281820', '293480', '298690', '306200', '053210', '055490', '058650', '060980', '068400', '071320', '072710', '075580', '077970', '081000', '082740', '084680', '084690', '091810', '092220', '095720', '102460', '104700', '016580', '016590', '016800', '017940', '018250', '024720', '026890', '027410', '029530', '030210', '030610', '031440', '033240', '035510', '037270', '037560', '008490', '009160', '009290', '009410', '011690', '011930', '012630', '013580', '004430', '308170', '322000', '372910', '380440', '105840', '111110', '118000', '119650', '120030', '123690', '128820', '133820', '134380', '134790', '136490', '143210', '200880', '210540', '213500', '214390', '214420', '229640', '234080', '244920', '248170', '264900', '267290', '267850', '282690', '044450', '044820', '047400', '053690', '058430', '063160', '067830', '068290', '069460', '070960', '071970', '074610', '075180', '077500', '078520', '079430', '079980', '083420', '089470', '090350', '091090', '092200', '092230', '092440', '093230', '094280', '095570', '096760', '100250', '100840', '101140', '101530', '102260', '102280', '103590', '016090', '016450', '016610', '016740', '016880', '017040', '017180', '017550', '017900', '018470', '019440', '019680', '023000', '023450', '023800', '023810', '024090', '024890', '024900', '025000', '025750', '025820', '028100', '029460', '031820', '032560', '033180', '033530', '033920', '034300', '034590', '035000', '035150', '036530', '036580', '037710', '039570', '007860', '007980', '008040', '008060', '008110', '008250', '008260', '008350', '008700', '008970', '009070', '009190', '009200', '009270', '009320', '009460', '009470', '009580', '009680', '009810', '010040', '010690', '010820', '010960', '011090', '011150', '011280', '011500', '011700', '011760', '011810', '012030', '012200', '012610', '012690', '012800', '013360', '013570', '013870', '014160', '014280', '014530', '014580', '014710', '014790', '015230', '015360', '015540', '015860', '015890', '004270', '004310', '004360', '004380', '004410', '004440', '004540', '004560', '004710', '004720', '004770', '004830', '004960', '004970', '005010', '005320', '005430', '005680', '005720', '005740', '005750', '005800', '005810', '005870', '006060', '006220', '006340', '006370', '006380', '006660', '006740', '006840', '006890', '007110', '007160', '007210', '007280', '007460', '007540', '002100', '002150', '002170', '002210', '002360', '002390', '002450', '002460', '002600', '002620', '002630', '002700', '002710', '002720', '002760', '002810', '002880', '002900', '003120', '003160', '003200', '003350', '003460', '003480', '003560', '003570', '003610', '003650', '003720', '003780', '003830', '003920', '003960', '004060', '004080', '004090', '004140', '004150', '334890', '350520', '396690', '400760', '404990', '000180', '000220', '000230', '000300', '000320', '000390', '000430', '000490', '000520', '000540', '000680', '000700', '000860', '000890', '000910', '000970', '001070', '001130', '001250', '001260', '001270', '001290', '001340', '001360', '001460', '001550', '001560', '001570', '001750', '001790', '090080', '090370', '092780', '093240', '100220', '109070', '123700', '129260', '145210', '155660', '163560', '227840', '378850', '010420', '010580', '010600', '010640', '010660', '010770', '011230', '011300', '011330', '011390', '011420', '012160', '012170', '012280', '012320', '012600', '013000', '013520', '013700', '014130', '014440', '014910', '014990', '015020', '015260', '015590', '017370', '018500', '019180', '019490', '020760', '021050', '021820', '023150', '023350', '023960', '024070', '025530', '025560', '025620', '025890', '026940', '027740', '027970', '030720', '030790', '033250', '041650', '044380', '049800', '051630', '058730', '058850', '058860', '069640', '069730', '071090', '071950', '072130', '078000', '084670', '084870', '085310', '088790', '140910', '145270', '204210', '338100', '357250', '153360', '155900', '000040', '000500', '000590', '000650', '000760', '000850', '000950', '001020', '001080', '001140', '001210', '001380', '001420', '001620', '001770', '002070', '002140', '002200', '002220', '002410', '002420', '002690', '002820', '002870', '002920', '003010', '003080', '003680', '004100', '004450', '004840', '004870', '004910', '004920', '005030', '005110', '005360', '005820', '006090', '006200', '006570', '006880', '006980', '007120', '007590', '007610', '008420', '008500', '008600', '008870', '009140', '009180', '009310', '009440', '009770', '010100', '010400']","['삼성전자', 'LG에너지솔루션', 'SK하이닉스', 'NAVER', '삼성바이오로직스', '카카오', 'LG화학', '현대차', '삼성SDI', '기아', 'POSCO', 'KB금융', '셀트리온', '카카오뱅크', '현대모비스', '삼성물산', 'LG전자', '신한지주', 'SK이노베이션', '카카오페이', 'HMM', 'SK', '한국전력', 'LG생활건강', '하나금융지주', '크래프톤', '두산중공업', '삼성전기', 'SK텔레콤', '삼성생명', 'LG', '하이브', 'KT&G', 'SK바이오사이언스', '삼성에스디에스', '고려아연', '아모레퍼시픽', '우리금융지주', 'S-Oil', '현대중공업', '대한항공', '엔씨소프트', '삼성화재', '포스코케미칼', 'SK아이이테크놀로지', '넷마블', 'KT', 'LG이노텍', '기업은행', 'SK스퀘어', '롯데케미칼', '한화솔루션', 'SK바이오팜', 'F&F', '한국조선해양', '현대글로비스', 'LG디스플레이', '한온시스템', '에스디바이오센서', '강원랜드', 'LG유플러스', 'CJ제일제당', '현대제철', '맥쿼리인프라', '삼성중공업', '미래에셋증권', 'SKC', '현대건설', '코웨이', '삼성엔지니어링', '금호석유', '메리츠화재', '메리츠금융지주', '한국타이어앤테크놀로지', '현대중공업지주', '유한양행', '한국금융지주', '한국가스공사', '일진머티리얼즈', '메리츠증권', 'DB손해보험', '두산밥캣', 'GS', 'GS건설', '쌍용C&E', '아모레G', '이마트', '삼성증권', '한국항공우주', '삼성카드', '팬오션', '한진칼', 'NH투자증권', '한전기술', '오리온', '현대미포조선', '한미약품', '한화시스템', '현대오토에버', 'CJ대한통운', '한미사이언스', '롯데지주', '호텔신라', 'DB하이텍', 'BGF리테일', '한화에어로스페이스', '대우조선해양', '대우건설', 'KCC', 'GS리테일', '씨에스윈드', '에스원', '동서', '제일기획', 'OCI', '포스코인터내셔널', '한화생명', '신세계', '키움증권', 'BNK금융지주', '두산퓨얼셀', 'DL이앤씨', '현대해상', '롯데쇼핑', '하이트진로', 'CJ', '한솔케미칼', '만도', 'SK케미칼', '녹십자', '현대로템', '한화', '효성첨단소재', '효성티앤씨', '신풍제약', '롯데정밀화학', '두산', '휠라홀딩스', '영원무역', '솔루스첨단소재', '한전KPS', '대웅제약', '한샘', '후성', '대웅', '농심', '효성', '현대백화점', '코오롱인더', 'JB금융지주', '케이카', '현대위아', '동원시스템즈', '아이에스동서', '한미반도체', 'LIG넥스원', '동국제강', 'LS', '오뚜기', '현대엘리베이', 'DGB금융지주', 'NHN', '일진하이솔루스', '티와이홀딩스', '더존비즈온', 'LS ELECTRIC', '현대두산인프라코어', '롯데렌탈', '롯데리츠', 'ESR켄달스퀘어리츠', '롯데칠성', '아시아나항공', 'PI첨단소재', '진원생명과학', '솔루엠', '일동제약', 'HDC현대산업개발', '한일시멘트', '대덕전자', '지누스', '롯데관광개발', '금호타이어', 'DL', '한국앤컴퍼니', '영풍', 'LX인터내셔널', '대한전선', 'SK네트웍스', '코리안리', '코스모신소재', '에스엘', '명신산업', '종근당', 'SK리츠', '미원상사', '태광산업', '한화투자증권', '녹십자홀딩스', '대한해운', '대한유화', 'F&F홀딩스', '한올바이오파마', 'KG동부제철', '서울가스', 'SK가스', '다우기술', '신세계인터내셔날', '제이콘텐트리', '하나투어', 'CJ CGV', '동양생명', '제주항공', '풍산', '한국콜마', '코스맥스', '이노션', '화승엔터프라이즈', '미원에스씨', 'KCC글라스', 'LX홀딩스', '오리온홀딩스', '덴티움', '더블유게임즈', '해성디에스', '현대일렉트릭', '진에어', '롯데제과', '쿠쿠홈시스', '효성화학', '휴켐스', '엠씨넥스', '한세실업', '대성홀딩스', '한섬', '유나이티드제약', 'SBS', '우리종금', '유니드', '세방전지', 'SGC에너지', '현대그린푸드', 'SPC삼립', '동원산업', 'SK디스커버리', '디티알오토모티브', '부광약품', '흥아해운', '유안타증권', '영진약품', '대신증권', '보령제약', '제이알글로벌리츠', '대상', 'GKL', 'LX하우시스', 'DL건설', '삼양사', '동아에스티', '아세아시멘트', '쿠쿠홀딩스', '드림텍', 'SK디앤디', '현대건설기계', '롯데정보통신', '효성중공업', '동원F&B', '현대홈쇼핑', 'SNT모티브', '롯데하이마트', '대한제강', '미래에셋생명', 'LF', 'HJ중공업', '풀무원', '한국카본', '키다리스튜디오', '한국단자', '남해화학', 'NICE', '한국토지신탁', '코리아써키트', '율촌화학', '경동나비엔', '영원무역홀딩스', '빙그레', '신성통상', '파미셀', '한일현대시멘트', '국도화학', '고려제강', '넥센타이어', '세아제강지주', '코오롱글로벌', '삼양식품', '넥스트사이언스', '삼양홀딩스', '롯데손해보험', '동아쏘시오홀딩스', 'JW중외제약', '세아베스틸', 'DI동일', '신영증권', '삼화콘덴서', '락앤락', '삼천리', '조광피혁', '동일산업', '성신양회', '코스모화학', '삼진제약', '이수화학', '동부건설', '삼아알미늄', '인스코비', '일양약품', '이수페타시스', 'KISCO홀딩스', '코오롱', '아세아', '롯데푸드', '아세아제지', '한진', '진흥기업', '한국쉘석유', '금호건설', '에이프로젠제약', '대원제약', '한일홀딩스', '쌍용차', 'NPC', '이리츠코크렙', '신한알파리츠', '코람코에너지리츠', '디앤디플랫폼리츠', '동화약품', '경방', '하이트진로홀딩스', '한화손해보험', '조선내화', '유진투자증권', 'KG케미칼', '삼부토건', '현대차증권', 'SK증권', '동양', '종근당홀딩스', '알루코', '자이에스앤디', '교촌에프앤비', '미원홀딩스', '대성에너지', '아이마켓코리아', '한국자산신탁', '현대퓨처넷', '한전산업', '엔에스쇼핑', '코오롱플라스틱', '아주스틸', '애경케미칼', '제이에스코퍼레이션', '금호에이치티', '잇츠한불', '제일약품', '삼양패키징', '케이씨텍', '하나제약', '에어부산', '세아제강', '스카이라이프', '테이팩스', '세아홀딩스', '한라홀딩스', 'SK렌터카', '지역난방공사', '농심홀딩스', '세진중공업', 'STX엔진', '일진다이아', 'HSD엔진', '이월드', '대상홀딩스', '티웨이항공', 'KEC', '웅진씽크빅', '이연제약', '한국철강', '환인제약', '신대양제지', '퍼시스', 'E1', '애경산업', '한국콜마홀딩스', '스틱인베스트먼트', 'BGF', '신도리코', 'KTB투자증권', '교보증권', '신세계푸드', '자화전자', '신세계 I&C', 'YG PLUS', 'LG헬로비전', '서흥', 'SIMPAC', '광동제약', '태영건설', '와이투솔루션', '신성이엔지', 'HDC', '계룡건설', '송원산업', '센트랄모텍', '현대에너지솔루션', '한컴라이프케어', '엔에이치스팩19호', '우진', '호전실업', '우리들휴브레인', 'KC코트렐', '조선선재', '한국화장품', '대성산업', '화인베스틸', '미원화학', '시디즈', '선진', '핸즈코퍼레이션', '서연이화', '디와이파워', '한솔제지', '경보제약', '토니모리', 'LS전선아시아', 'JW생명과학', '에이플러스에셋', '샘표식품', '크라운제과', '경동도시가스', '아시아나IDT', '동아타이어', 'KSS해운', '코스맥스비티아이', '유니온머티리얼', '한미글로벌', '포스코강판', '종근당바이오', '세이브존I&C', '삼성출판사', '대호에이엘', '용평리조트', 'STX중공업', '이엔플러스', '새론오토모티브', '유니퀘스트', '에이블씨엔씨', '현대리바트', '휴비스', '그린케미칼', 'HDC현대EP', '노루페인트', '세원이앤씨', '디아이씨', 'KPX홀딩스', '기신정기', '이아이디', '효성ITX', 'AJ네트웍스', 'JW홀딩스', '진양홀딩스', 'SNT에너지', '인바이오젠', '해태제과식품', '동성케미컬', '쌍방울', '일진전기', '대현', '한세예스24홀딩스', 'DB금융투자', '두올', '웅진', '광명전기', '명문제약', '수산중공업', '광전자', '조일알미늄', '세아특수강', '대교', '삼원강재', '동남합성', '인지컨트롤스', '인팩', '디씨엠', '대원화성', '덕양산업', 'KPX케미칼', '한솔홈데코', '이구산업', '동아지질', '케이씨', '콤텍시스템', '황금에스티', 'KH 필룩스', '세종공업', '무학', '신세계건설', '인천도시가스', '지투알', '백산', 'SNT홀딩스', '팜스코', '광주신세계', 'HDC랩스', '서연', '태평양물산', '사조동아원', '대덕', '대동전자', '이건산업', 'NI스틸', '남선알미늄', '아남전자', '동양철관', 'KCTC', '대양금속', '무림페이퍼', '신원', '대우부품', '한창제지', '삼화전기', '무림P&P', '모토닉', '플레이그램', '한국내화', '화신', '퍼스텍', '삼호개발', '에넥스', 'CJ씨푸드', '태림포장', '한농화성', '한신기계', '현대코퍼레이션', 'STX', 'DB', '계양전기', '경인양행', '모나리자', '대창', '일성건설', '디와이', '지엠비코리아', '대영포장', '금강공업', '극동유화', '태경비케이', '사조씨푸드', '한라', '대창단조', '예스코홀딩스', '쎌마테라퓨틱스', '일진홀딩스', '태경산업', '남성', '현대약품', '세방', '삼익THK', '서울식품', '삼일씨엔에스', '깨끗한나라', '현대비앤지스틸', '한솔테크닉스', '팜젠사이언스', '써니전자', '덕성', '한신공영', '신라교역', '휴스틸', '국동', '한국공항', '삼영전자', '넥센', '크라운해태홀딩스', '대림B&Co', '신영와코루', '풍산홀딩스', '휴니드', '화승인더', '제주은행', '대원전선', '대구백화점', '카프로', '삼성공조', '영풍제지', 'AK홀딩스', '태경케미컬', '일신석재', '사조산업', '벽산', '한국특강', '에이프로젠 MED', '샘표', '경농', '도화엔지니어링', '삼양통상', '동성제약', 'SH에너지화학', '한독', '삼익악기', '화성산업', '조흥', '제일파마홀딩스', '오리엔트바이오', '신일전자', 'TCC스틸', '국제약품', '보락', '삼영무역', '대유에이텍', 'TYM', '일성신약', '디아이', '일신방직', '한국화장품제조', '유화증권', '한진중공업홀딩스', 'IHQ', 'SNT중공업', '방림', '미창석유', '삼영화학', '진양산업', '대한화섬', '남양유업', '사조대림', 'SG세계물산', '신흥', '한국석유', '동방', '한솔홀딩스', '이지스밸류리츠', '이지스레지던스리츠', '미래에셋글로벌리츠', 'NH올원리츠', '신한서부티엔디리츠', '성창기업지주', '유유제약', '일동홀딩스', '대유플러스', '노루홀딩스', '삼화페인트', '대원강업', '대동', '삼일제약', '흥국화재', 'LS네트웍스', '유수홀딩스', '강남제비스코', '보해양조', '유니온', '한국주철관', '대한방직', '대한제분', 'GS글로벌', '남광토건', '부국증권', '상상인증권', '백광산업', '삼성제약', 'BYC', '조비', '제일연마', '금양', '한양증권', '대한제당', '평화산업', '메타랩스', '동양피스톤', '형지엘리트', '비상교육', '컨버즈', 'SJM', '인터지스', '다이나믹디자인', 'DSR', '동일고무벨트', '현대코퍼레이션홀딩스', '화승알앤에이', '한솔PNS', '지코', '웰바이오텍', '진양폴리', '화천기계', '평화홀딩스', '삼화전자', '성안', '유니켐', '부산산업', '갤럭시아에스엠', '영흥', '아센디오', '영화금속', '경동인베스트', '센트럴인사이트', '세우글로벌', '화승코퍼레이션', '까뮤이앤씨', '한익스프레스', '영보화학', '성문전자', '인디에프', '이스타코', '에이엔피', '큐로', '우신시스템', '동원금속', '티에이치엔', '하이트론', '일진디스플', '서원', '세원정공', 'MH에탄올', '한국종합기술', '에쓰씨엔지니어링', 'WISCOM', 'SJM홀딩스', '미래산업', '제이준코스메틱', '한국주강', '부국철강', '마니커', '세하', '동원수산', '비케이탑스', '체시스', '상신브레이크', '주연테크', '우진플라임', '진양화학', '다스코', 'KTcs', 'KTis', '한세엠케이', 'DSR제강', '하이스틸', '코아스', '유엔젤', '텔코웨어', '동양고속', 'TBH글로벌', '엔케이', '진도', '에이리츠', '케이탑리츠', '모두투어리츠', 'NH프라임리츠', '미래에셋맵스리츠', '하이골드3호', '바다로19호', 'KR모터스', '가온전선', 'CS홀딩스', '천일고속', '이화산업', '화천기공', '전방', '페이퍼코리아', '만호제강', '국보', '금호전기', 'SG글로벌', '태원물산', '케이비아이동국실업', 'SHD', '비비안', '고려산업', '한국수출포장', '한일철강', '범양건영', '세기상사', '동일제강', 'SUN&L', '신풍제지', '유성기업', '혜인', '성보화학', '한성기업', '태양금속', '삼화왕관', 'DRB동일', '티웨이홀딩스', '조광페인트', '씨아이테크', '부산주공', '한창', '모나미', '원림', '사조오양', '한국전자홀딩스', '대림통상', '신송홀딩스', '우성', '미래아이앤지', '동방아그로', '선도전기', '문배철강', '일정실업', '윌비스', '금비', '경인전자', '한솔로지스틱스', '참엔지니어링', 'KC그린홀딩스', '삼정펄프', '한국프랜지', '우진아이엔에스']"
1002,코스피 대형주,"['005930', '000660', '035420', '207940', '035720', '051910', '005380', '006400', '000270', '005490', '105560', '068270', '012330', '028260', '066570', '055550', '096770', '011200', '034730', '015760', '051900', '086790', '034020', '009150', '017670', '032830', '003550', '352820', '033780', '302440', '018260', '090430', '010130', '316140', '010950', '003490', '036570', '000810', '003670', '361610', '251270', '030200', '011070', '024110', '011170', '009830', '326030', '086280', '034220', '009540', '383220', '018880', '032640', '035250', '097950', '088980', '004020', '006800', '010140', '011790', '021240', '028050', '000720', '011780', '071050', '267250', '161390', '000100', '036460', '008560', '005830', '020150', '003410', '078930', '002790', '006360', '016360', '047810', '139480', '029780', '028670', '241560', '180640', '271560', '005940', '128940', '010620', '008770', '307950', '004990', '008930', '000120', '047040', '042660', '007070', '112610', '006280', '298020', '081660', '019170']","['삼성전자', 'SK하이닉스', 'NAVER', '삼성바이오로직스', '카카오', 'LG화학', '현대차', '삼성SDI', '기아', 'POSCO', 'KB금융', '셀트리온', '현대모비스', '삼성물산', 'LG전자', '신한지주', 'SK이노베이션', 'HMM', 'SK', '한국전력', 'LG생활건강', '하나금융지주', '두산중공업', '삼성전기', 'SK텔레콤', '삼성생명', 'LG', '하이브', 'KT&G', 'SK바이오사이언스', '삼성에스디에스', '아모레퍼시픽', '고려아연', '우리금융지주', 'S-Oil', '대한항공', '엔씨소프트', '삼성화재', '포스코케미칼', 'SK아이이테크놀로지', '넷마블', 'KT', 'LG이노텍', '기업은행', '롯데케미칼', '한화솔루션', 'SK바이오팜', '현대글로비스', 'LG디스플레이', '한국조선해양', 'F&F', '한온시스템', 'LG유플러스', '강원랜드', 'CJ제일제당', '맥쿼리인프라', '현대제철', '미래에셋증권', '삼성중공업', 'SKC', '코웨이', '삼성엔지니어링', '현대건설', '금호석유', '한국금융지주', '현대중공업지주', '한국타이어앤테크놀로지', '유한양행', '한국가스공사', '메리츠증권', 'DB손해보험', '일진머티리얼즈', '쌍용C&E', 'GS', '아모레G', 'GS건설', '삼성증권', '한국항공우주', '이마트', '삼성카드', '팬오션', '두산밥캣', '한진칼', '오리온', 'NH투자증권', '한미약품', '현대미포조선', '호텔신라', '현대오토에버', '롯데지주', '한미사이언스', 'CJ대한통운', '대우건설', '대우조선해양', 'GS리테일', '씨에스윈드', '녹십자', '효성티앤씨', '휠라홀딩스', '신풍제약']"
